id_demandeur,nom,age,ville,domaine,titre_professionnel,niveau_etudes,annees_experience,competences,soft_skills,langues,cv_texte
PPBZV2501020015616,PPBZV2501020015616,38,Brazzaville,"Commerce, Vente, Marketing & Distribution",Commerciale,Licence (BAC+3),0,vente,,français,"Métier visé : Commerciale. Qualification : commerciale. Commercial. Filière : Gestion comptable et financier. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence Professionnelle ."
PPBZV2501020015617,PPBZV2501020015617,46,Brazzaville,"Industrie, Production & Maintenance",Soudeur,BAC,0,génie civil;soudure,,français,"Métier visé : Soudeur. Qualification : soudeur. Soudeur. Filière : Soudure Homologué. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Génie Civil - Construction - Bâtiment et Travaux - Architecture. Diplôme : Brevet d'Etude Technique (BET)."
PPBZV2501020015620,PPBZV2501020015620,30,Brazzaville,"Commerce, Vente, Marketing & Distribution",Pompiste,BAC,0,comptabilité;vente,,français,"Métier visé : Pompiste. Qualification : pompiste. Employé de station-service. Filière : Comptabilité. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : BAC Technique."
PPBZV2501020015622,PPBZV2501020015622,27,Brazzaville,"Commerce, Vente, Marketing & Distribution",Pompiste,BAC,0,vente,,français,"Métier visé : Pompiste. Qualification : pompiste. Employé de station-service. Filière : Bac D. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Général."
PPPNR2503260023947,PPPNR2503260023947,31,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",Agent QHSE,Licence (BAC+3),0,qhse,,français,"Métier visé : Agent QHSE. Qualification : agent qhse. Technicien QHSE. Filière : Aucune. Secteur recherché : Industrie. Secteur métier : Assurance Qualité, Contrôle, Testing (QHSE). Secteur d'activité : Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets. Diplôme : Pas de diplôme."
PPBZV2501020015624,PPBZV2501020015624,36,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BAC,0,vente,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Bac D. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Général."
PPBZV2501020015625,PPBZV2501020015625,37,Brazzaville,"Commerce, Vente, Marketing & Distribution",chef  de vente,Licence (BAC+3),0,vente,,français,"Métier visé : chef  de vente. Qualification : chef  de vente. Management Commercial. Filière : Economie. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Licence."
PPBZV2501020015628,PPBZV2501020015628,32,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable fiscaliste ,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Comptable fiscaliste . Qualification : comptable fiscaliste . Expert-Comptable. Filière : Gestion comptable et financière. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Licence."
PPBZV2501020015629,PPBZV2501020015629,43,Brazzaville,"Industrie, Production & Maintenance",spécialiste lubrufiant,BAC,0,transit,,français,"Métier visé : spécialiste lubrufiant. Qualification : spécialiste lubrufiant. Specialiste Lubrifiants. Filière : Bac A. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Transit - Transport et Logistique - Génie Logistique. Diplôme : Baccalauréat Général."
PPBZV2501020015631,PPBZV2501020015631,27,Brazzaville,"Commerce, Vente, Marketing & Distribution",Pompiste,Licence (BAC+3),0,vente,,français,"Métier visé : Pompiste. Qualification : pompiste. Employé de station-service. Filière : Électrotechnique. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence."
PPPNR2501060016091,PPPNR2501060016091,30,Pointe-Noire,"Énergie, Environnement & Eau",Électricien,BAC+2 (BTS/DUT),0,vente,,français,"Métier visé : Électricien. Qualification : électricien. Électricien. Filière : Aucune. Secteur métier : Énergie, Environnement & Eau. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2501020015633,PPBZV2501020015633,27,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Opératrice de caisse ,Licence (BAC+3),0,caisse;comptabilité;fiscalité,,français,"Métier visé : Opératrice de caisse . Qualification : opératrice de caisse . Agent de caisse. Filière : Ressources humaines. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Licence."
PPBZV2501020015636,PPBZV2501020015636,32,Brazzaville,"Commerce, Vente, Marketing & Distribution",Pompiste,Licence (BAC+3),0,vente,,français,"Métier visé : Pompiste. Qualification : pompiste. Employé de station-service. Filière : Economie internationale. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence."
PPBZV2501020015638,PPBZV2501020015638,22,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Gestion des ressources humaines,Licence (BAC+3),0,gestion des ressources humaines,,français,"Métier visé : Gestion des ressources humaines. Qualification : gestion des ressources humaines. Gestionnaire de Ressources Humaines. Filière : Ressources humaines. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Licence."
PPBZV2501020015639,PPBZV2501020015639,22,Brazzaville,"Éducation, Formation & Enseignement",Enseignant(e),BAC,0,enseignement,,français,"Métier visé : Enseignant(e). Qualification : enseignant(e). Enseignant. Filière : Bac D. Secteur métier : Éducation, Formation & Enseignement. Diplôme : Baccalauréat Général."
PPBZV2501020015642,PPBZV2501020015642,25,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,Licence (BAC+3),0,vente,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Gestion d'environnement. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence Professionnelle ."
PPBZV2501020015644,PPBZV2501020015644,32,Brazzaville,"Commerce, Vente, Marketing & Distribution",Pompiste,BAC,0,vente,,français,"Métier visé : Pompiste. Qualification : pompiste. Employé de station-service. Filière : Agroéconomie. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Professionnel."
PPBZV2501020015645,PPBZV2501020015645,21,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BAC,0,génie civil;vente,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Génie civil. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Professionnel."
PPBZV2501020015646,PPBZV2501020015646,21,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BEPC,0,maçonnerie;vente,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Maçonnerie. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPSAN2501100016694,PPSAN2501100016694,32,Sangha,Divers,Economiste,Master (BAC+5),0,,,français,Métier visé : Economiste. Qualification : economiste. Économiste. Filière : Aucune. Secteur d'activité : Finance. Diplôme : Pas de diplôme.
PPBZV2501020015658,PPBZV2501020015658,29,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité,BAC,0,comptabilité;fiscalité,,français,"Métier visé : Comptabilité. Qualification : comptabilité. Comptable. Filière : Comptabilité. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Baccalauréat."
PPBZV2501020015659,PPBZV2501020015659,24,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Gestionnaire des ressources humaines ,BAC+2 (BTS/DUT),0,gestion des ressources humaines,,français,"Métier visé : Gestionnaire des ressources humaines . Qualification : gestionnaire des ressources humaines . Gestionnaire de Ressources Humaines. Filière : Gestion des Ressources Humaines. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Bac +2."
PPBZV2501020015662,PPBZV2501020015662,29,Brazzaville,"Transport, Logistique & Supply Chain",Agent Logistique,Licence (BAC+3),0,supply chain;transit,,français,"Métier visé : Agent Logistique. Qualification : agent logistique. Agent Logistique. Filière : Transport et logistique. Secteur recherché :  Logistique et Distribution . Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Transit - Transport et Logistique - Génie Logistique. Diplôme : Licence."
PPBZV2501020015663,PPBZV2501020015663,33,Brazzaville,"Transport, Logistique & Supply Chain",Agent de transit,BAC+2 (BTS/DUT),0,supply chain;transit,,français,"Métier visé : Agent de transit. Qualification : agent de transit. Agent Logistique. Filière : Commerce International. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Transit - Transport et Logistique - Génie Logistique. Diplôme : Bac +2."
PPPNR2501150017266,PPPNR2501150017266,32,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire", Technicien en génie civil,Master (BAC+5),0,génie civil,,français,"Métier visé :  Technicien en génie civil. Qualification :  technicien en génie civil. Technicien en Génie Civil. Filière : Aucune. Secteur recherché : Génie Civil - Construction - Bâtiment et Travaux - Architecture. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Génie Civil - Construction - Bâtiment et Travaux - Architecture. Diplôme : Pas de diplôme."
PPBZV2501030015665,PPBZV2501030015665,28,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité et Gestion Financière,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Comptabilité et Gestion Financière. Qualification : comptabilité et gestion financière. Comptable. Filière : Comptabilité. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Licence."
PPBZV2501030015667,PPBZV2501030015667,31,Brazzaville,Hôtellerie-Restauration,Agent de Guichet ,BAC+2 (BTS/DUT),0,comptabilité;fiscalité,,français,Métier visé : Agent de Guichet . Qualification : agent de guichet . Agent d'Accueil. Filière : Comptabilité. Secteur recherché : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Secteur métier : Hôtellerie-Restauration. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Bac +2.
PPBZV2501030015672,PPBZV2501030015672,34,Brazzaville,"Transport, Logistique & Supply Chain",Acheteur Senior Service et Matériel Forage/Logistique,Licence (BAC+3),0,forage;supply chain,,français,"Métier visé : Acheteur Senior Service et Matériel Forage/Logistique. Qualification : acheteur senior service et matériel forage/logistique. Acheteur Sénior (Logistique Industrielle). Filière : Economie. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Support aux activités de forage - Forage pétrolier et gazier - Forage d’eau - Forage géotechnique et environnemental. Diplôme : Licence Professionnelle ."
PPBZV2501030015677,PPBZV2501030015677,23,Brazzaville,Parcours Étudiant et Formation,Etudiante ,BAC+2 (BTS/DUT),0,,,français,Métier visé : Etudiante . Qualification : etudiante . Etudiant. Filière : Economie d'entreprise. Secteur métier : Parcours Étudiant et Formation. Diplôme : Bac +2.
PPBZV2501110016726,PPBZV2501110016726,30,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Agent de banque ,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Agent de banque . Qualification : agent de banque . Conseiller Bancaire. Filière : Aucune. Secteur recherché : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Pas de diplôme."
PPBZV2501220017927,PPBZV2501220017927,25,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité et Gestion Financière,Master (BAC+5),0,comptabilité;fiscalité,,français,"Métier visé : Comptabilité et Gestion Financière. Qualification : comptabilité et gestion financière. Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2501030015684,PPBZV2501030015684,26,Brazzaville,"Industrie, Production & Maintenance",Opérateur de production,BAC,0,vente,,français,"Métier visé : Opérateur de production. Qualification : opérateur de production. Opérateur de production. Filière : Bac D. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Général."
