id_offre,titre,entreprise,ville,domaine,type_contrat,niveau_etudes_min,experience_min,competences_requises,description
JOB250001069,EMPLOYÉ RÉCEPTION DES MARCHANDISES,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"EMPLOYÉ RÉCEPTION DES MARCHANDISES  Secteur : Transport, Logistique & Supply Chain."
JOB250001070,RESPONSABLE FORMATION,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"RESPONSABLE FORMATION  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001071,INFIRMIER,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"INFIRMIER Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001072,CHARGÉ DES RELATIONS GOUVERNEMENTALES,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"CHARGÉ DES RELATIONS GOUVERNEMENTALES  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001073,COORDINATEUR RESSOURCES HUMAINES,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"COORDINATEUR RESSOURCES HUMAINES  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001075,CHEF DE PARTIE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,CHEF DE PARTIE  Secteur : Hôtellerie - Restauration.
JOB250001076,COORDINATEUR TECHNIQUE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,COORDINATEUR TECHNIQUE Secteur : Hôtellerie - Restauration.
JOB250001077,RÉCEPTIONNISTE SPA,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RÉCEPTIONNISTE SPA  Secteur : Hôtellerie - Restauration.
JOB250001078,VALET DE CHAMBRE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,VALET DE CHAMBRE  Secteur : Hôtellerie - Restauration.
JOB250001079,BOUCHER,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,BOUCHER  Secteur : Hôtellerie - Restauration.
JOB250001080,BAGAGISTE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,BAGAGISTE  Secteur : Hôtellerie - Restauration.
JOB250001081,SUPERVISEUR TECHNIQUE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,SUPERVISEUR TECHNIQUE Secteur : Hôtellerie - Restauration.
JOB250001082,ANIMATEUR CLUB ENFANTS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ANIMATEUR CLUB ENFANTS  Secteur : Hôtellerie - Restauration.
JOB250001083,AGENT DE RESERVATION,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,AGENT DE RESERVATION Secteur : Hôtellerie - Restauration.
JOB250001084,AGENT NETTOYAGE PISCINE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,AGENT NETTOYAGE PISCINE  Secteur : Nettoyage & Blanchisserie.
JOB250001086,AGENT D’ENTRETIEN DES PARTIES COMMUNES,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,AGENT D’ENTRETIEN DES PARTIES COMMUNES  Secteur : Nettoyage & Blanchisserie.
JOB250001087,TECHNICIEN,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,TECHNICIEN Secteur : Hôtellerie - Restauration.
JOB250001088,Agent de Buanderie,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,Agent de Buanderie  Secteur : Nettoyage & Blanchisserie.
JOB250001089,Electricien,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Énergie, Environnement & Eau",CDD,,,,"Electricien Secteur : Énergie, Environnement & Eau."
JOB250001090,Superviseur des Uniformes,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,Superviseur des Uniformes  Secteur : Nettoyage & Blanchisserie.
JOB250001091,REPASSEUR,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,REPASSEUR Secteur : Nettoyage & Blanchisserie.
JOB250001092,Employé de Balanchissement,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,Employé de Balanchissement  Secteur : Nettoyage & Blanchisserie.
JOB250001093,Representant Aéroport,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Tourisme, Loisirs & Voyages",CDD,,,,"Representant Aéroport  Secteur : Tourisme, Loisirs & Voyages."
JOB250001094,Maître-nageur,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Tourisme, Loisirs & Voyages",CDD,,,,"Maître-nageur Secteur : Tourisme, Loisirs & Voyages."
JOB250001095,SERVEUR,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,SERVEUR  Secteur : Hôtellerie - Restauration.
JOB250001097,HOTE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,HOTE Secteur : Hôtellerie - Restauration.
JOB250001098,Representant Aéroport,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Tourisme, Loisirs & Voyages",CDD,,,,"Representant Aéroport  Secteur : Tourisme, Loisirs & Voyages."
JOB250001099,PLOMBIER,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,PLOMBIER Secteur : Hôtellerie - Restauration.
JOB250001100,Employé des Vestiares,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,Employé des Vestiares  Secteur : Nettoyage & Blanchisserie.
JOB250001101,Agent de Buanderie,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,Agent de Buanderie  Secteur : Nettoyage & Blanchisserie.
JOB250001102,Coordinateur Commerciale & Marketing,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Coordinateur Commerciale & Marketing  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001103,COORDINATEUR GROUPES & ÉVÉNEMENTS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Communication, Médias & Événementiel",CDD,,,,"COORDINATEUR GROUPES & ÉVÉNEMENTS  Secteur : Communication, Médias & Événementiel."
JOB250001104,SUPERVISEUR DE CONTRÔLE DES COÛTS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,SUPERVISEUR DE CONTRÔLE DES COÛTS  Secteur : Hôtellerie - Restauration.
JOB250001105,AUDITEUR DES REVENUS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"AUDITEUR DES REVENUS  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001106,SUPERVISEUR DE LA PAIE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité; paie,"SUPERVISEUR DE LA PAIE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001107,CAISSIER GENERAL,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"CAISSIER GENERAL  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001108,SUPERVISEUR COMPTES FOURNISSEURS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"SUPERVISEUR COMPTES FOURNISSEURS  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001109,SUPERVISEUR COMPTES CLIENTS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"SUPERVISEUR COMPTES CLIENTS  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001110,Chauffeur,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeur  Secteur : Transport, Logistique & Supply Chain."
JOB250001176,Demi-chef de partie,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,Demi-chef de partie Secteur : Hôtellerie - Restauration.
JOB250001184,Barman,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,Barman Secteur : Hôtellerie - Restauration.
JOB250001185,Responsable de restaurant,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,Responsable de restaurant  Secteur : Hôtellerie - Restauration.
JOB250001187,Superviseur de banquet,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,Superviseur de banquet Secteur : Hôtellerie - Restauration.
JOB250001189,Coordonnateur restauration,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,Coordonnateur restauration Secteur : Hôtellerie - Restauration.
JOB250001279,Directeur Général,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Gestion Administrative,CDD,,,gestion administrative,Directeur Général Secteur : Gestion Administrative.
JOB250001280,DIRECTEUR COMMERCIAL & MARKETING,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"DIRECTEUR COMMERCIAL & MARKETING  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001281,DIRECTEUR FINANCIER,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR FINANCIER  Secteur : Hôtellerie - Restauration.
JOB250001282,DIRECTEUR COMMERCIAL & MARKETING,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR COMMERCIAL & MARKETING  Secteur : Hôtellerie - Restauration.
JOB250001288,DIRECTEUR DES REVENUS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR DES REVENUS  Secteur : Hôtellerie - Restauration.
JOB250001289,ASSISTANT DE DIRECTION GÉNÉRALE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ASSISTANT DE DIRECTION GÉNÉRALE  Secteur : Hôtellerie - Restauration.
JOB250001290,DIRECTEUR DES REVENUS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR DES REVENUS  Secteur : Hôtellerie - Restauration.
JOB250001291,DIRECTEUR D’HÔTEL,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR D’HÔTEL  Secteur : Hôtellerie - Restauration.
JOB250001292,DIRECTEUR DES RESSOURCES HUMAINES,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR DES RESSOURCES HUMAINES Secteur : Hôtellerie - Restauration.
JOB250001293,DIRECTEUR TECHNIQUE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR TECHNIQUE  Secteur : Hôtellerie - Restauration.
JOB250001294,DIRECTEURFORMATION & QUALITÉ,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEURFORMATION & QUALITÉ  Secteur : Hôtellerie - Restauration.
JOB250001444,RESPONSABLE HYGIÈNE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE HYGIÈNE  Secteur : Hôtellerie - Restauration.
JOB250001445,ASSISTANT DU DIRECTEUR FINANCIER,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Gestion Administrative,CDI,,,gestion administrative,ASSISTANT DU DIRECTEUR FINANCIER  Secteur : Gestion Administrative.
JOB250001446,RESPONSABLE DES ACHATS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"RESPONSABLE DES ACHATS  Secteur : Transport, Logistique & Supply Chain."
JOB250001447,DIRECTEUR DES GROUPES ET ÉVÉNEMENTS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR DES GROUPES ET ÉVÉNEMENTS  Secteur : Hôtellerie - Restauration.
JOB250001448,"DIRECTEURMARKETING, RELATIONS PUBLIQUES ET COMMUNICATION",AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"DIRECTEURMARKETING, RELATIONS PUBLIQUES ET COMMUNICATION  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001449,RESPONSABLE RÉCEPTION,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE RÉCEPTION  Secteur : Hôtellerie - Restauration.
JOB250001450,RESPONSABLE E-COMMERCE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE E-COMMERCE  Secteur : Hôtellerie - Restauration.
JOB250001451,CHEF EXÉCUTIF,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,CHEF EXÉCUTIF  Secteur : Hôtellerie - Restauration.
JOB250001452,DIRECTEUR DE LA RESTAURATION,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,DIRECTEUR DE LA RESTAURATION  Secteur : Hôtellerie - Restauration.
JOB250001453,RESPONSABLE RÉSERVATIONS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE RÉSERVATIONS  Secteur : Hôtellerie - Restauration.
JOB250001454,Gouvernant Général,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,Gouvernant Général Secteur : Hôtellerie - Restauration.
JOB250001455,RESPONSABLE SPA,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE SPA  Secteur : Hôtellerie - Restauration.
JOB250001456,RESPONSABLE LOISIRS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE LOISIRS  Secteur : Hôtellerie - Restauration.
JOB250001457,RESPONSABLE INFORMATIQUE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE INFORMATIQUE  Secteur : Hôtellerie - Restauration.
JOB250001458,RESPONSABLE SÉCURITÉ,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE SÉCURITÉ  Secteur : Hôtellerie - Restauration.
JOB250001459,RESPONSABLE RESSOURCES HUMAINES,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"RESPONSABLE RESSOURCES HUMAINES  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001460,ASSISTANT DIRECTEUR TECHNIQUE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,"Énergie, Environnement & Eau",CDD,,,,"ASSISTANT DIRECTEUR TECHNIQUE  Secteur : Énergie, Environnement & Eau."
JOB250001594,RESPONSABLE GROUPES & ÉVÉNEMENTS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE GROUPES & ÉVÉNEMENTS  Secteur : Hôtellerie - Restauration.
JOB250001595,RESPONSABLE COMMERCIAL,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE COMMERCIAL  Secteur : Hôtellerie - Restauration.
JOB250001596,CHEF EXÉCUTIF PÂTISSIER,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,CHEF EXÉCUTIF PÂTISSIER  Secteur : Hôtellerie - Restauration.
JOB250001597,FICHE DE POSTE – SOUS-CHEF EXÉCUTIF,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,FICHE DE POSTE – SOUS-CHEF EXÉCUTIF  Secteur : Hôtellerie - Restauration.
JOB250001598,FICHE DE POSTE – CHEF DE CUISINE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,cuisine,FICHE DE POSTE – CHEF DE CUISINE  Secteur : Hôtellerie - Restauration.
JOB250001599,CHEF BOULANGER,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,CHEF BOULANGER  Secteur : Hôtellerie - Restauration.
JOB250001600,SOUS-CHEF CUISINE & PÂTISSERIE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,cuisine; pâtisserie,SOUS-CHEF CUISINE & PÂTISSERIE  Secteur : Hôtellerie - Restauration.
JOB250001601,CHEF DE BANQUET,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,CHEF DE BANQUET  Secteur : Hôtellerie - Restauration.
JOB250001603,RESPONSABLE DE RESTAURANT,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE DE RESTAURANT  Secteur : Hôtellerie - Restauration.
JOB250001604,RESPONSABLE BAR,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE BAR  Secteur : Hôtellerie - Restauration.
JOB250001605,RESPONSABLE ROOM SERVICE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE ROOM SERVICE  Secteur : Hôtellerie - Restauration.
JOB250001606,RESPONSABLE BANQUET,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE BANQUET  Secteur : Hôtellerie - Restauration.
JOB250001607,ASSISTANT RESPONSABLE DE RESTAURANT,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ASSISTANT RESPONSABLE DE RESTAURANT  Secteur : Hôtellerie - Restauration.
JOB250001608,ASSISTANT RESPONSABLE BANQUET,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ASSISTANT RESPONSABLE BANQUET  Secteur : Hôtellerie - Restauration.
JOB250001609,ASSISTANT RESPONSABLE DE LA RÉCEPTION,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ASSISTANT RESPONSABLE DE LA RÉCEPTION  Secteur : Hôtellerie - Restauration.
JOB250001610,RESPONSABLE DE GARDE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE DE GARDE  Secteur : Hôtellerie - Restauration.
JOB250001611,RESPONSABLE DE NUIT,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE DE NUIT  Secteur : Hôtellerie - Restauration.
JOB250001612,CHEF CONCIERGE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,CHEF CONCIERGE  Secteur : Hôtellerie - Restauration.
JOB250001613,RESPONSABLE DES RELATIONS CLIENTS,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE DES RELATIONS CLIENTS  Secteur : Hôtellerie - Restauration.
JOB250001614,RESPONSABLE DU SERVICE ÉTAGES,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE DU SERVICE ÉTAGES  Secteur : Hôtellerie - Restauration.
JOB250001615,RESPONSABLE DE LA BUANDERIE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,RESPONSABLE DE LA BUANDERIE  Secteur : Hôtellerie - Restauration.
JOB250001616,ASSISTANT RESPONSABLE SPA,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ASSISTANT RESPONSABLE SPA  Secteur : Hôtellerie - Restauration.
JOB250001617,ASSISTANT RESPONSABLE INFORMATIQUE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ASSISTANT RESPONSABLE INFORMATIQUE  Secteur : Hôtellerie - Restauration.
JOB250001618,ASSISTANT RESPONSABLE SÉCURITÉ,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,ASSISTANT RESPONSABLE SÉCURITÉ  Secteur : Hôtellerie - Restauration.
JOB250001619,INGÉNIEUR DE GARDE,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDD,,,,INGÉNIEUR DE GARDE  Secteur : Hôtellerie - Restauration.
JOB250002553,Responsable restauration,AL OTHMAN REAL ESTATE GROUP,Brazzaville,Hôtellerie - Restauration,CDI,,,,Responsable restauration Secteur : Hôtellerie - Restauration.
NONREF000237,Stagiaire QHSE,ALC INDUSTRIES,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,qhse,"Stagiaire QHSE Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
NONREF000068,Chauffeur mécanicien,ALC INDUSTRIES SARL,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Chauffeur mécanicien Secteur : Industrie, Production & Maintenance."
JOB250002667,Chargé Ressources Humaines,ALKHORAYEF PETROLEUM CO,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chargé Ressources Humaines Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002668,Superviseur en Approvisionnement Gestion des Stocks et Achats,ALKHORAYEF PETROLEUM CO,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Superviseur en Approvisionnement Gestion des Stocks et Achats Secteur : Transport, Logistique & Supply Chain."
JOB250002677,Ingénieur ESP,ALKHORAYEF PETROLEUM CO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"Ingénieur ESP Secteur : Énergie, Environnement & Eau."
JOB250002679,Directeur Général,ALKHORAYEF PETROLEUM CO,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Directeur Général Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
